survey,load_cmd,cy_data,wt,source,year,notes,gesis_id,filepath
eb572,"eb572 <- read_dta(""gesis_files/ZA3640/ZA3640_v1-0-1.dta"")","data_frame(v12 = 1:19,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Czech Republic"", ""Hungary"", ""Poland""), y_dcpo=2002)",wt <- t_data$v13,GESIS: ZA3640,2002,"(1) including 3 new countries: Czech Republic, Hungary, Poland; (2) excluding Norway",ZA3640,~/Documents/Projects/Data/gesis_files/eb_files/ZA3640/
eb572OVR,"eb572OVR <- read_dta(""gesis_files/ZA3641/ZA3641_v1-0-1.dta"")","data_frame(v12 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2002)",wtOVR <- t_dataOVR$v13,GESIS: ZA3641,2002,excluding Norway,ZA3641,~/Documents/Projects/Data/gesis_files/eb_files/ZA3641/
eb58,"eb58 <- read_dta(""gesis_files/ZA3692/ZA3692_v1-0-1.dta"")","data_frame(v12 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2002)",wt <- t_data$v13,GESIS: ZA3692,2002,NA,ZA3692,~/Documents/Projects/Data/gesis_files/eb_files/ZA3692/
eb581,"eb581 <- read_dta(""gesis_files/ZA3693/ZA3693_v1-0-1.dta"")","data_frame(v12 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2002)",wt <- t_data$v13,GESIS: ZA3693,2002,excluding Norway,ZA3693,~/Documents/Projects/Data/gesis_files/eb_files/ZA3693/
eb582,"eb582 <- read_dta(""gesis_files/ZA3886/ZA3886_v1-0-1.dta"")","data_frame(v12 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2002)",wt <- t_data$v13,GESIS: ZA3886,2002,excluding Norway,ZA3886,~/Documents/Projects/Data/gesis_files/eb_files/ZA3886/
eb59,"eb59 <- read_dta(""gesis_files/ZA3903/ZA3903_v1-0-1.dta"")","data_frame(v6 = 1:18,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Iceland""), y_dcpo=2003)","wt <- t_data$v7; wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$v11[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA3903,2003,including a new country: Iceland,ZA3903,~/Documents/Projects/Data/gesis_files/eb_files/ZA3903/
eb591,"eb591 <- read_dta(""gesis_files/ZA3904/ZA3904_v1-0-1.dta"")","data_frame(v13 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2003)",wt <- t_data$v14,GESIS: ZA3904,2003,excluding Norway,ZA3904,~/Documents/Projects/Data/gesis_files/eb_files/ZA3904/
eb592,"eb592 <- read_dta(""gesis_files/ZA3905/ZA3905_v1-0-1.dta"")","data_frame(v13 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2003)",wt <- t_data$v14,GESIS: ZA3905,2003,excluding Norway,ZA3905,~/Documents/Projects/Data/gesis_files/eb_files/ZA3905/
eb60,"eb60 <- read_dta(""gesis_files/ZA3937/ZA3937_v1-0-1.dta"")","data_frame(v12 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2003)",wt <- t_data$v13,GESIS: ZA3937,2003,excluding Norway,ZA3937,~/Documents/Projects/Data/gesis_files/eb_files/ZA3937/
eb601,"eb601 <- read_dta(""gesis_files/ZA3938/ZA3938_v1-0-1.dta"")","data_frame(v12 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2003)",wt <- t_data$v13,GESIS: ZA3938,2003,excluding Norway,ZA3938,~/Documents/Projects/Data/gesis_files/eb_files/ZA3938/
eb602,"eb602 <- read_dta(""gesis_files/ZA3939/ZA3939_v1-0-1.dta"")","data_frame(v12 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2003)",wt <- t_data$v13,GESIS: ZA3939,2003,excluding Norway,ZA3939,~/Documents/Projects/Data/gesis_files/eb_files/ZA3939/
eb603,"eb603 <- read_dta(""gesis_files/ZA3940/ZA3940_v1-0-1.dta"")","data_frame(v12 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2004)",wt <- t_data$v13,GESIS: ZA3940,2004,excluding Norway,ZA3940,~/Documents/Projects/Data/gesis_files/eb_files/ZA3940/
eb61,"eb61 <- read_dta(""gesis_files/ZA4056/ZA4056_v1-0-1.dta"")","data_frame(v12 = 1:16,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Norway"", ""Finland"", ""Sweden"", ""Austria""), y_dcpo=2004)",wt <- t_data$v13,GESIS: ZA4056,2004,excluding Norway,ZA4056,~/Documents/Projects/Data/gesis_files/eb_files/ZA4056/
eb62,"eb62 <- read_dta(""gesis_files/ZA4229/ZA4229_v1-1-0.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2004)","wt <- t_data$V8; wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4229,2004,"(1)a new nation variables for EU 25, potential member states, and Turkey; (2)excluding Norway; (3)not including Iceland;",ZA4229,~/Documents/Projects/Data/gesis_files/eb_files/ZA4229/
eb621,"eb621 <- read_dta(""gesis_files/ZA4230/ZA4230_v1-1-0.dta"")","data_frame(v6 = 1:28,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia""), y_dcpo=2004)","wt <- t_data$V8; wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4230,2004,excluding Norway,ZA4230,~/Documents/Projects/Data/gesis_files/eb_files/ZA4230/
eb622,"eb622 <- read_dta(""gesis_files/ZA4231/ZA4231_v1-1-0.dta"")","data_frame(v6 = 1:30,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania""), y_dcpo=2004)","wt <- t_data$V8; wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4231,2004,excluding Norway,ZA4231,~/Documents/Projects/Data/gesis_files/eb_files/ZA4231/
eb631,"eb631 <- read_dta(""gesis_files/ZA4233/ZA4233_v1-1-0.dta"")","data_frame(v6 = 1:35,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Iceland"", ""Switzeland""), y_dcpo=2005)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4233,2005,(1)a new nation variables including Switzerland; (2) excluding Norway,ZA4233,~/Documents/Projects/Data/gesis_files/eb_files/ZA4233/
eb632,"eb632 <- read_dta(""gesis_files/ZA4234/ZA4234_v1-1-0.dta"")","data_frame(v6 = 1:28,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia""), y_dcpo=2005)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4234,2005,excluding Norway,ZA4234,~/Documents/Projects/Data/gesis_files/eb_files/ZA4234/
eb633,"eb633 <- read_dta(""gesis_files/ZA4410/ZA4410_v1-0-1.dta"")","data_frame(v6 = 1:28,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia""), y_dcpo=2005)",wt <- t_data$V8,GESIS: ZA4410,2005,(1)excluding from France to Austria (18 nations),ZA4410,~/Documents/Projects/Data/gesis_files/eb_files/ZA4410/
eb634,"eb634 <- read_dta(""gesis_files/ZA4411/ZA4411_v1-1-0.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2005)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4411,2005,excluding Norway,ZA4411,~/Documents/Projects/Data/gesis_files/eb_files/ZA4411/
eb635,"eb635 <- read_dta(""gesis_files/ZA4412/ZA4412_v2-0-0.dta"")","data_frame(v6 = 1:28,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia""), y_dcpo=2005)",wt <- t_data$V8,GESIS: ZA4412,2005,(1)excluding from France to Austria (18 nations),ZA4412,~/Documents/Projects/Data/gesis_files/eb_files/ZA4412/
eb641,"eb641 <- read_dta(""gesis_files/ZA4413/ZA4413_v1-1-0.dta"")","data_frame(v6 = 1:28,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia""), y_dcpo=2005)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4413,2005,excluding Norway,ZA4413,~/Documents/Projects/Data/gesis_files/eb_files/ZA4413/
eb642,"eb642 <- read_dta(""gesis_files/ZA4414/ZA4414_v1-1-0.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2005)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4414,2005,excluding Norway,ZA4414,~/Documents/Projects/Data/gesis_files/eb_files/ZA4414/
eb643,"eb643 <- read_dta(""gesis_files/ZA4415/ZA4415_v1-0-1.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2005)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4415,2005,excluding Norway,ZA4415,~/Documents/Projects/Data/gesis_files/eb_files/ZA4415/
eb644,"eb644 <- read_dta(""gesis_files/ZA4416/ZA4416_v1-0-1.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2006)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4416,2006,excluding Norway,ZA4416,~/Documents/Projects/Data/gesis_files/eb_files/ZA4416/
eb651,"eb651 <- read_dta(""gesis_files/ZA4505/ZA4505_v1-0-1.dta"")","data_frame(v6 = 1:28,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia""), y_dcpo=2006)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4505,2006,excluding Norway,ZA4505,~/Documents/Projects/Data/gesis_files/eb_files/ZA4505/
eb652,"eb652 <- read_dta(""gesis_files/ZA4506/ZA4506_v1-0-1.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2006)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4506,2006,excluding Norway,ZA4506,~/Documents/Projects/Data/gesis_files/eb_files/ZA4506/
eb653,"eb653 <- read_dta(""gesis_files/ZA4507/ZA4507_v1-1-0.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2006)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4507,2006,excluding Norway,ZA4507,~/Documents/Projects/Data/gesis_files/eb_files/ZA4507/
eb654,"eb654 <- read_dta(""gesis_files/ZA4508/ZA4508_v1-1-2.dta"")","data_frame(v6 = 1:30,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania""), y_dcpo=2006)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4508,2006,excluding Norway,ZA4508,~/Documents/Projects/Data/gesis_files/eb_files/ZA4508/
eb661,"eb661 <- read_dta(""gesis_files/ZA4526/ZA4526_v1-0-1.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2006)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4526,2006,excluding Norway,ZA4526,~/Documents/Projects/Data/gesis_files/eb_files/ZA4526/
eb662,"eb662 <- read_dta(""gesis_files/ZA4527/ZA4527_v1-0-1.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2006)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4527,2006,excluding Norway,ZA4527,~/Documents/Projects/Data/gesis_files/eb_files/ZA4527/
eb663,"eb663 <- read_dta(""gesis_files/ZA4528/ZA4528_v2-0-1.dta"")","data_frame(v6 = 1:33,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern""), y_dcpo=2006)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4528,2006,excluding Norway,ZA4528,~/Documents/Projects/Data/gesis_files/eb_files/ZA4528/
eb671,"eb671 <- read_dta(""gesis_files/ZA4529/ZA4529_v3-0-1.dta"")","data_frame(v6 = 1:32,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Croatia""), y_dcpo=2007)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA4529,2007,excluding Norway,ZA4529,~/Documents/Projects/Data/gesis_files/eb_files/ZA4529/
